1.6316,406.2,,20.55405205,,0.0986,12.28184367,,,
1.7436,421.7,,24.02463548,,0.1087,13.07642391,,,
1.8744,429.7,,25.29850082,,0.1263,14.26828152,,,
2.0921,451.4,,26.72609571,,0.1596,15.86878059,,,
2.1453,458,,86.06577118,,0.2435,18.17304664,,,
2.1442,466.6,,77.87105527,,0.2584,20.54926153,,,
2.1821,487.2,,74.27314126,,0.2199,22.89201001,,,
2.1063,493.6,,75.54605144,,0.281,24.61560495,,,
2.1472,504.7,,71.67245045,,0.3165,26.0950063,,,
2.4111,525.8,,150.3929864,,0.411,27.98536084,,,
2.3702,541,145.523507,158.6243008,,0.5424,32.03316434,,,
2.5125,563.3,149.598124,136.9950727,,0.4814,35.62088521,,,
2.4851,563.7,150.22906,119.5918344,,0.4531,38.11946671,,,
2.3804,561,149.507794,108.3031198,,0.4155,40.71415339,,,
2.621,596.6,151.545193,100.5188801,,0.4343,42.86037193,,,
2.5221,629.1,153.658357,93.09696443,,0.4182,44.75033511,,,
2.6885,644.5,138.165279,47.28322223,,0.4618,45.55116643,,,
2.4951,676.1,117.477293,58.62047639,,0.3738,48.13108196,,,
2.5814,704.8,99.757068,45.70069516,,0.4932,53.79049141,,,
2.9399,738.1,99.705548,52.87336823,,0.6546,57.11977543,5.12441155,,
3.1105,754.8,100.466102,64.38240053,,0.7322,61.79866827,5.054691664,4016,4016
3.0263,745.7,103.380059,52.05500949,,0.7011,65.81394231,7.07656833,3380,3380
3.2111,765.9,103.720261,49.65330938,,0.709,69.02765165,2.407290301,3533,3533
3.2947,796.8,107.430565,42.52374793,,0.8196,72.62164125,2.03942196,3704,3704
3.4624,834.3,107.701338,39.37799656,,0.9935,73.20261438,1.221041112,4064,4064
3.6326,859.1,105.651249,41.31958427,1524.379,1.0536,74.80029049,2.102637887,4110.2,4110.2
3.8048,895.9,106.050565,47.53508405,1551.857,1.2035,77.05156137,1.804074822,4380,4380
3.7188,932.4,109.323742,43.92810417,1358.535,1.1194,79.66594045,1.855923775,3280,3280
3.7644,978.9,92.983952,29.35377638,1353.828,1.0693,84.24110385,1.351569119,2098,
4.1112,1019.7,93.198896,39.50372406,1546.107,1.1913,85.9114016,3.682627793,3958,3958
4.038,1051.2,90.232322,60.00986032,1513.859,0.943,86.85548293,0.677278883,3786,3786
4.1175,1078.7,91.391752,50.29690549,1672.800267,0.9086,90.55918664,1.184682788,2805,2805
4.2474,1121.3,91.669841,50.76678199,2025.220414,0.985,91.21278141,1.454696845,3422,3422
4.2897,1155.4,97.889979,57.46647313,2354.997064,1.2465,95.0617284,1.999095716,2610,2610
4.5238,1202.7,99.843783,73.15443168,2577.83318,1.3411,97.74872912,2.104202875,3001,3001
4.6368,1240.4,100,100,2968.831418,1.5641,100,6.318569849,2789,
4.7229,1273.5,97.790079,116.7035873,3629.921908,1.5228,102.525,6.4,3226,3226
4.6823,1331.4,99.500413,125.5467556,3930.786533,1.6291,107.4578961,3.51867913,2478,2478
4.7306,1367.2,102.174897,164.9819554,3676.58137,1.9835,115.7603859,12.62,2321,2321
4.665,1388.3,90.552315,105.3726615,3936.950214,1.4196,119.9918983,6.23,2247,2247
4.8029,1419.5,88.007182,132.6286028,4074.995137,1.8164,124.4182789,8.88682097,1778,1778
4.9328,1456.3,92.155705,169.2296109,4542.000015,2.2272,133.4789182,6.7,2096,2096
5.0231,1508.8,94.978416,167.3824424,4809.785398,2.4125,138.0384945,13.1,1640,1640
5.2563,1543.9,95.888873,163.493691,5722.969225,2.2664,142.0528243,19.4,1760,1760
